[2021-12-22T19:06:28.812762+01:00] channel-name.INFO: hahah [] []
[2021-12-23T16:11:57.868587+01:00] wordy.INFO: select * from wd_books where instr(`sentence`, 'hat')>0 [] []
[2021-12-23T16:14:00.308711+01:00] wordy.INFO: select * from wd_books where instr(`sentence`, 'woman')>0 [] []
[2021-12-23T16:16:43.402762+01:00] wordy.INFO: select * from wd_books where order by instr(col1,woman) [] []
[2021-12-23T16:17:13.003006+01:00] wordy.INFO: select * from wd_books where order by instr(sentence , woman) [] []
[2021-12-23T16:17:56.873428+01:00] wordy.INFO: select * from wd_books where instr(sentence, woman)>0 [] []
[2021-12-23T16:18:29.291378+01:00] wordy.INFO: select * from wd_books where instr(sentence, woman)>0 [] []
[2021-12-23T16:19:53.289094+01:00] wordy.INFO: select * from wd_books where instr('sentence', 'woman')>0 [] []
[2021-12-23T16:21:05.451077+01:00] wordy.INFO: select * from wd_books where instr(`sentence`, 'woman')>0 [] []
[2021-12-23T16:21:05.911158+01:00] wordy.INFO: select * from wd_books where instr(`sentence`, 'woman')>0 [] []
[2021-12-23T16:21:06.226198+01:00] wordy.INFO: select * from wd_books where instr(`sentence`, 'woman')>0 [] []
[2021-12-23T16:21:06.487842+01:00] wordy.INFO: select * from wd_books where instr(`sentence`, 'woman')>0 [] []
[2021-12-23T16:21:29.355709+01:00] wordy.INFO: select * from wd_books where instr(`sentence`, 'woman')>0 [] []
[2021-12-23T16:22:24.469638+01:00] wordy.INFO: select * from wd_books where 'instr(`sentence`, \'woman\')>0' [] []
[2021-12-23T16:24:53.294965+01:00] wordy.INFO: select * from wd_books [] []
[2021-12-23T16:27:49.484295+01:00] wordy.INFO: select * from wd_books [] []
[2021-12-23T16:27:50.947992+01:00] wordy.INFO: select * from wd_books [] []
[2021-12-23T16:28:18.983459+01:00] wordy.INFO: Array [] []
[2021-12-23T16:28:41.081510+01:00] wordy.INFO: [{"id":"13","title":"unknown","sentence":"the figure of a young woman, slight, not tall, bare-headed,\r\nand clothed in deep mourning.","timestamp":"2021-12-20 21:21:45"},{"id":"15","title":"unknown","sentence":"Gertrude Lorimer was not a beautiful woman, and such good looks as she\r\npossessed varied from day to day, almost from hour to hour;","timestamp":"2021-12-20 21:21:45"},{"id":"36","title":"unknown","sentence":"Frances Lorimer, the eldest of them all, and half-sister to the other\r\nthree, was a stout, fair woman of thirty, presenting somewhat the\r\nappearance of a large and superannuated baby.","timestamp":"2021-12-20 21:21:45"},{"id":"166","title":"unknown","sentence":"She was not a woman easily won;","timestamp":"2021-12-20 21:21:45"},{"id":"168","title":"unknown","sentence":"but surrender, complete, unquestioning, as only such a woman\r\ncan give.","timestamp":"2021-12-20 21:21:45"},{"id":"170","title":"unknown","sentence":"As a passionate woman will, she thought: \"If it had been his\r\nmisfortune, not mine!\"\r\n\r\nIn the hall lay a bit of pasteboard with \"sincere condolence\" inscribed\r\non it;","timestamp":"2021-12-20 21:21:45"},{"id":"178","title":"unknown","sentence":"but stood there, at least, a\r\nfree woman, ready for action.","timestamp":"2021-12-20 21:21:45"},{"id":"191","title":"unknown","sentence":"The handle turned briskly, and a blooming young woman, dressed in the\r\nheight of fashion, entered the room.","timestamp":"2021-12-20 21:21:45"},{"id":"222","title":"unknown","sentence":"Fan, with an air of elegance, as though\r\nconscious of performing an essentially womanly function, and with much\r\naction of the little finger, was engaged in pouring out tea.","timestamp":"2021-12-20 21:21:45"},{"id":"252","title":"unknown","sentence":"Septimus Pratt!\"\r\n\r\nA tall, angular woman, heavily draped in the crispest, most aggressive\r\nof mourning garments, was sitting upright on a sofa when the girls\r\nentered the drawing-room.","timestamp":"2021-12-20 21:21:45"},{"id":"383","title":"unknown","sentence":"\"If I said that one was life and the other death,\" answered Gertrude,\r\nwith her charming smile, \"you would perhaps consider the remark unworthy\r\na woman of business.","timestamp":"2021-12-20 21:21:45"},{"id":"419","title":"unknown","sentence":"Even had circumstances given her\r\nleisure, she was not a woman to have brooded over the one personal\r\ninjury which had been dealt her;","timestamp":"2021-12-20 21:21:45"},{"id":"461","title":"unknown","sentence":"Aunt Caroline, shifting her ground, ceased to talk of the scheme as\r\nbeneath contempt, but denounced it as dangerous and unwomanly.","timestamp":"2021-12-20 21:21:45"},{"id":"531","title":"unknown","sentence":"Maryon, the chemist's wife, a thin, thoughtful-looking woman of\r\nmiddle-age, with a face at once melancholy and benevolent, opened the\r\ndoor to them herself, and conducted them over the apartments.","timestamp":"2021-12-20 21:21:45"},{"id":"535","title":"unknown","sentence":"They laughed,\r\nand the melancholy woman was seen to smile.","timestamp":"2021-12-20 21:21:45"},{"id":"643","title":"unknown","sentence":"Fortunately, she believed in the necessity of a thoroughly womanly\r\npresence among them, womanliness being apparently represented to her\r\nmind by any number of riband bows on the curtains, antimacassars on the\r\nchairs, and strips of embroidered plush on every available article of\r\nfurniture;","timestamp":"2021-12-20 21:21:45"},{"id":"706","title":"unknown","sentence":"St\u00e9phanie, the big, sallow Frenchwoman who occupied the first floor,\r\nentered the house and grinned a vivacious \"_Bon jour!_\"\r\n\r\n\"A fine, bright morning for your work, miss!\" cried the chemist from his\r\ndoorstep;","timestamp":"2021-12-20 21:21:45"},{"id":"718","title":"unknown","sentence":"A woman lay, to\r\nall appearance, sleeping there, the bright October sunlight falling full\r\non the upturned face, on the spread and shining masses of matchless\r\ngolden hair.","timestamp":"2021-12-20 21:21:45"},{"id":"719","title":"unknown","sentence":"A woman no longer in her first youth;","timestamp":"2021-12-20 21:21:45"},{"id":"721","title":"unknown","sentence":"Another figure, that of a man, was seated by the window, in a pose as\r\nfixed, as motionless, as that of the dead woman herself.","timestamp":"2021-12-20 21:21:45"},{"id":"735","title":"unknown","sentence":"They represented\r\na woman lying dead or asleep, with her hair spread out on the pillow.","timestamp":"2021-12-20 21:21:45"},{"id":"750","title":"unknown","sentence":"If\r\nyour vanity still remains unsatisfied, you must get another firm to\r\ngorge it for you.\"\r\n\r\n\"You're a nice woman of business, you are!","timestamp":"2021-12-20 21:21:45"},{"id":"856","title":"unknown","sentence":"It seems that the poor Frenchwoman below has been in money\r\ndifficulties, and has been trying to put an end to herself.","timestamp":"2021-12-20 21:21:45"},{"id":"874","title":"unknown","sentence":"\"It isn't for such as you to trouble yourselves about such as her,\" she\r\nsaid, \"although I'm sorry enough for Steffany myself--and never a penny\r\nof last quarter's rent paid!\"\r\n\r\n\"Poor woman,\" answered Lucy, \"she must have been in a desperate\r\ncondition.\"\r\n\r\n\"You see, miss,\" said Mrs.","timestamp":"2021-12-20 21:21:45"},{"id":"889","title":"unknown","sentence":"The story of the miserable Frenchwoman, with its\r\nelement of grim humour, made her sick at heart.","timestamp":"2021-12-20 21:21:45"},{"id":"895","title":"unknown","sentence":"The woman's mincing, sallow face, with its unabashed smiles,\r\nsickened her.","timestamp":"2021-12-20 21:21:45"},{"id":"930","title":"unknown","sentence":"Maryon, looking out from the dressmaker's window, saw a solemn young man\r\nand a sober young woman emerge together from the house, laden with\r\ntripod-stand and camera, and a box of slides, respectively.","timestamp":"2021-12-20 21:21:45"},{"id":"1159","title":"unknown","sentence":"and as his glance of cold irony fell upon\r\nher from time to time, from beneath the heavy lids, she found herself\r\nbeginning to take part not only against herself but also against the\r\ntype of woman to which she belonged.","timestamp":"2021-12-20 21:21:45"},{"id":"1173","title":"unknown","sentence":"the dead woman lying there with her\r\ngolden hair spread on the pillow;","timestamp":"2021-12-20 21:21:45"},{"id":"1203","title":"unknown","sentence":"He is\r\nthis sort of man;--if a woman were talking to him of--of the motions of\r\nthe heavenly bodies, he would be thinking all the time of the shape of\r\nher ankles.\"\r\n\r\n\"Great heavens, Gerty, did you make the experiment?\"\r\n\r\nPhyllis opened her pretty eyes their widest as she spoke.","timestamp":"2021-12-20 21:21:45"},{"id":"1227","title":"unknown","sentence":"\"I\r\nexpect that well-beloved youth has a wife in every port, or at least a\r\nyoung woman in every suburb.\"\r\n\r\n\"_Apropos_,\" said Gertrude, \"I wonder if the Devonshires will be there.","timestamp":"2021-12-20 21:21:45"},{"id":"1250","title":"unknown","sentence":"but no one\r\nhad taken any notice of the young woman by the doorway, with her pale\r\nface and suit of rusty black.","timestamp":"2021-12-20 21:21:45"},{"id":"1299","title":"unknown","sentence":"there was a note of constraint in\r\nhis tones as he said--\r\n\r\n\"She is very beautiful.\"\r\n\r\nWhat was there in his voice, in his face, that suddenly brought before\r\nGertrude's vision the image of the dead woman, her golden hair, and\r\nhaggard beauty?","timestamp":"2021-12-20 21:21:45"},{"id":"1345","title":"unknown","sentence":"They are certain to give me Nelly to take in,\" grumbled\r\nFred, who, like many of his sex, was extremely modest where his feelings\r\nwere concerned, but cherished a belief that the mass of womankind had\r\ndesigns upon him;","timestamp":"2021-12-20 21:21:45"},{"id":"1451","title":"unknown","sentence":"\"'A woman shot at Turnham Green,'\" cried Phyllis, glancing down a column\r\nof miscellaneous items, while the lamplight fell on her bent brown head.","timestamp":"2021-12-20 21:21:45"},{"id":"1546","title":"unknown","sentence":"That young woman\r\nwas never long in any mixed assembly without attracting persons of the\r\nmale sex to her side.","timestamp":"2021-12-20 21:21:45"},{"id":"1584","title":"unknown","sentence":"a strife of type and type, of\r\nclass and class, rather than of individuals: the strife of the woman who\r\ndemands respect, with the man who refuses to grant it.","timestamp":"2021-12-20 21:21:45"},{"id":"1662","title":"unknown","sentence":"People who had theories about woman's work;","timestamp":"2021-12-20 21:21:45"},{"id":"1761","title":"unknown","sentence":"He had all a man's dislike to hearing a woman talk cynically of\r\nsentiment;","timestamp":"2021-12-20 21:21:45"},{"id":"1773","title":"unknown","sentence":"in short, took advantage to the full of\r\nher sojourn (to quote George Eliot) in \"the woman's paradise where all\r\nher nonsense is adorable.\"\r\n\r\n\"I don't know what those girls will do without me,\" Fanny said to her\r\nlover, who took the remark in such good faith as to make her believe in\r\nit herself;","timestamp":"2021-12-20 21:21:45"},{"id":"1776","title":"unknown","sentence":"and it must be\r\nowned--such is the nature of woman--that her importance had gone up\r\nconsiderably in their estimation.","timestamp":"2021-12-20 21:21:45"},{"id":"1785","title":"unknown","sentence":"as the incarnation of all that is sweetest and most\r\nessentially feminine in woman;","timestamp":"2021-12-20 21:21:45"},{"id":"1793","title":"unknown","sentence":"She must be that mysterious creature, a\r\nman's woman.\"\r\n\r\n\"Mr.","timestamp":"2021-12-20 21:21:45"},{"id":"1922","title":"unknown","sentence":"If these are men's\r\narguments I am glad that I am a woman,\" cried Lucy, clinging to the\r\nstrong young hand.","timestamp":"2021-12-20 21:21:45"},{"id":"1949","title":"unknown","sentence":"She had changed suddenly, from a demure and rather frigid maiden to a\r\nloving and anxious woman.","timestamp":"2021-12-20 21:21:45"},{"id":"1955","title":"unknown","sentence":"Already, womanlike, she had\r\ntaken him under her wing, and henceforward the minutest detail of his\r\nexistence would be more precious to her than anything on earth.","timestamp":"2021-12-20 21:21:45"},{"id":"1986","title":"unknown","sentence":"He\r\nwas looking ill, she thought, as she watched him standing in his host's\r\nplace, near the doorway, chatting to an ugly old woman, whom she knew to\r\nbe the Duchess of Kilburne;","timestamp":"2021-12-20 21:21:45"},{"id":"2061","title":"unknown","sentence":"How can you be so silly?\" said Gertrude, who herself\r\nhad noted the long and earnest glance which the woman had cast on her\r\nsister.","timestamp":"2021-12-20 21:21:45"},{"id":"2343","title":"unknown","sentence":"I\r\nhave lit the lamp.\" As Gertrude was going towards the studio the woman\r\nran up to her, and put a note in her hand.","timestamp":"2021-12-20 21:21:45"},{"id":"2475","title":"unknown","sentence":"\"By God, what brings\r\nthat woman here!\"\r\n\r\nGertrude turned and faced him.","timestamp":"2021-12-20 21:21:45"},{"id":"2630","title":"unknown","sentence":"_Just as another woman sleeps._\r\n                     D.","timestamp":"2021-12-20 21:21:45"},{"id":"2651","title":"unknown","sentence":"That also was the face of a woman, beautiful\r\nand frail;","timestamp":"2021-12-20 21:21:45"},{"id":"2652","title":"unknown","sentence":"of a woman who had sinned.","timestamp":"2021-12-20 21:21:45"},{"id":"2665","title":"unknown","sentence":"he mentioned no name, and there is no card\r\nattached.\"\r\n\r\nThe woman laid the wreath on the coverlet and discreetly withdrew.","timestamp":"2021-12-20 21:21:45"},{"id":"2862","title":"unknown","sentence":"Covering her face with her hands, she knelt by his empty chair, and a\r\ngreat cry rose up from her soul:--the human cry for happiness--the\r\nwoman's cry for love.","timestamp":"2021-12-20 21:21:45"},{"id":"2880","title":"unknown","sentence":"Believe me, it is the most sensible\r\n     course for a woman to take.","timestamp":"2021-12-20 21:21:45"},{"id":"2947","title":"unknown","sentence":"The world, even when represented by her best friends, had labelled her a\r\nstrong-minded woman.","timestamp":"2021-12-20 21:21:45"},{"id":"2982","title":"unknown","sentence":"Conny flourishes as a married woman no less than as a girl.","timestamp":"2021-12-20 21:21:45"},{"id":"3014","title":"unknown","sentence":"the figure of a young woman, slight, not tall, bare-headed,\r\nand clothed in deep mourning.","timestamp":"2021-12-21 08:24:32"},{"id":"3016","title":"unknown","sentence":"Gertrude Lorimer was not a beautiful woman, and such good looks as she\r\npossessed varied from day to day, almost from hour to hour;","timestamp":"2021-12-21 08:24:32"},{"id":"3037","title":"unknown","sentence":"Frances Lorimer, the eldest of them all, and half-sister to the other\r\nthree, was a stout, fair woman of thirty, presenting somewhat the\r\nappearance of a large and superannuated baby.","timestamp":"2021-12-21 08:24:32"},{"id":"3167","title":"unknown","sentence":"She was not a woman easily won;","timestamp":"2021-12-21 08:24:32"},{"id":"3169","title":"unknown","sentence":"but surrender, complete, unquestioning, as only such a woman\r\ncan give.","timestamp":"2021-12-21 08:24:32"},{"id":"3171","title":"unknown","sentence":"As a passionate woman will, she thought: \"If it had been his\r\nmisfortune, not mine!\"\r\n\r\nIn the hall lay a bit of pasteboard with \"sincere condolence\" inscribed\r\non it;","timestamp":"2021-12-21 08:24:32"},{"id":"3179","title":"unknown","sentence":"but stood there, at least, a\r\nfree woman, ready for action.","timestamp":"2021-12-21 08:24:32"},{"id":"3192","title":"unknown","sentence":"The handle turned briskly, and a blooming young woman, dressed in the\r\nheight of fashion, entered the room.","timestamp":"2021-12-21 08:24:32"},{"id":"3223","title":"unknown","sentence":"Fan, with an air of elegance, as though\r\nconscious of performing an essentially womanly function, and with much\r\naction of the little finger, was engaged in pouring out tea.","timestamp":"2021-12-21 08:24:32"},{"id":"3253","title":"unknown","sentence":"Septimus Pratt!\"\r\n\r\nA tall, angular woman, heavily draped in the crispest, most aggressive\r\nof mourning garments, was sitting upright on a sofa when the girls\r\nentered the drawing-room.","timestamp":"2021-12-21 08:24:32"},{"id":"3384","title":"unknown","sentence":"\"If I said that one was life and the other death,\" answered Gertrude,\r\nwith her charming smile, \"you would perhaps consider the remark unworthy\r\na woman of business.","timestamp":"2021-12-21 08:24:32"},{"id":"3420","title":"unknown","sentence":"Even had circumstances given her\r\nleisure, she was not a woman to have brooded over the one personal\r\ninjury which had been dealt her;","timestamp":"2021-12-21 08:24:32"},{"id":"3462","title":"unknown","sentence":"Aunt Caroline, shifting her ground, ceased to talk of the scheme as\r\nbeneath contempt, but denounced it as dangerous and unwomanly.","timestamp":"2021-12-21 08:24:32"},{"id":"3532","title":"unknown","sentence":"Maryon, the chemist's wife, a thin, thoughtful-looking woman of\r\nmiddle-age, with a face at once melancholy and benevolent, opened the\r\ndoor to them herself, and conducted them over the apartments.","timestamp":"2021-12-21 08:24:32"},{"id":"3536","title":"unknown","sentence":"They laughed,\r\nand the melancholy woman was seen to smile.","timestamp":"2021-12-21 08:24:32"},{"id":"3644","title":"unknown","sentence":"Fortunately, she believed in the necessity of a thoroughly womanly\r\npresence among them, womanliness being apparently represented to her\r\nmind by any number of riband bows on the curtains, antimacassars on the\r\nchairs, and strips of embroidered plush on every available article of\r\nfurniture;","timestamp":"2021-12-21 08:24:32"},{"id":"3707","title":"unknown","sentence":"St\u00e9phanie, the big, sallow Frenchwoman who occupied the first floor,\r\nentered the house and grinned a vivacious \"_Bon jour!_\"\r\n\r\n\"A fine, bright morning for your work, miss!\" cried the chemist from his\r\ndoorstep;","timestamp":"2021-12-21 08:24:32"},{"id":"3719","title":"unknown","sentence":"A woman lay, to\r\nall appearance, sleeping there, the bright October sunlight falling full\r\non the upturned face, on the spread and shining masses of matchless\r\ngolden hair.","timestamp":"2021-12-21 08:24:32"},{"id":"3720","title":"unknown","sentence":"A woman no longer in her first youth;","timestamp":"2021-12-21 08:24:32"},{"id":"3722","title":"unknown","sentence":"Another figure, that of a man, was seated by the window, in a pose as\r\nfixed, as motionless, as that of the dead woman herself.","timestamp":"2021-12-21 08:24:32"},{"id":"3736","title":"unknown","sentence":"They represented\r\na woman lying dead or asleep, with her hair spread out on the pillow.","timestamp":"2021-12-21 08:24:32"},{"id":"3751","title":"unknown","sentence":"If\r\nyour vanity still remains unsatisfied, you must get another firm to\r\ngorge it for you.\"\r\n\r\n\"You're a nice woman of business, you are!","timestamp":"2021-12-21 08:24:32"},{"id":"3857","title":"unknown","sentence":"It seems that the poor Frenchwoman below has been in money\r\ndifficulties, and has been trying to put an end to herself.","timestamp":"2021-12-21 08:24:32"},{"id":"3875","title":"unknown","sentence":"\"It isn't for such as you to trouble yourselves about such as her,\" she\r\nsaid, \"although I'm sorry enough for Steffany myself--and never a penny\r\nof last quarter's rent paid!\"\r\n\r\n\"Poor woman,\" answered Lucy, \"she must have been in a desperate\r\ncondition.\"\r\n\r\n\"You see, miss,\" said Mrs.","timestamp":"2021-12-21 08:24:32"},{"id":"3890","title":"unknown","sentence":"The story of the miserable Frenchwoman, with its\r\nelement of grim humour, made her sick at heart.","timestamp":"2021-12-21 08:24:32"},{"id":"3896","title":"unknown","sentence":"The woman's mincing, sallow face, with its unabashed smiles,\r\nsickened her.","timestamp":"2021-12-21 08:24:32"},{"id":"3931","title":"unknown","sentence":"Maryon, looking out from the dressmaker's window, saw a solemn young man\r\nand a sober young woman emerge together from the house, laden with\r\ntripod-stand and camera, and a box of slides, respectively.","timestamp":"2021-12-21 08:24:33"},{"id":"4160","title":"unknown","sentence":"and as his glance of cold irony fell upon\r\nher from time to time, from beneath the heavy lids, she found herself\r\nbeginning to take part not only against herself but also against the\r\ntype of woman to which she belonged.","timestamp":"2021-12-21 08:24:33"},{"id":"4174","title":"unknown","sentence":"the dead woman lying there with her\r\ngolden hair spread on the pillow;","timestamp":"2021-12-21 08:24:33"},{"id":"4204","title":"unknown","sentence":"He is\r\nthis sort of man;--if a woman were talking to him of--of the motions of\r\nthe heavenly bodies, he would be thinking all the time of the shape of\r\nher ankles.\"\r\n\r\n\"Great heavens, Gerty, did you make the experiment?\"\r\n\r\nPhyllis opened her pretty eyes their widest as she spoke.","timestamp":"2021-12-21 08:24:33"},{"id":"4228","title":"unknown","sentence":"\"I\r\nexpect that well-beloved youth has a wife in every port, or at least a\r\nyoung woman in every suburb.\"\r\n\r\n\"_Apropos_,\" said Gertrude, \"I wonder if the Devonshires will be there.","timestamp":"2021-12-21 08:24:33"},{"id":"4251","title":"unknown","sentence":"but no one\r\nhad taken any notice of the young woman by the doorway, with her pale\r\nface and suit of rusty black.","timestamp":"2021-12-21 08:24:33"},{"id":"4300","title":"unknown","sentence":"there was a note of constraint in\r\nhis tones as he said--\r\n\r\n\"She is very beautiful.\"\r\n\r\nWhat was there in his voice, in his face, that suddenly brought before\r\nGertrude's vision the image of the dead woman, her golden hair, and\r\nhaggard beauty?","timestamp":"2021-12-21 08:24:33"},{"id":"4346","title":"unknown","sentence":"They are certain to give me Nelly to take in,\" grumbled\r\nFred, who, like many of his sex, was extremely modest where his feelings\r\nwere concerned, but cherished a belief that the mass of womankind had\r\ndesigns upon him;","timestamp":"2021-12-21 08:24:33"},{"id":"4452","title":"unknown","sentence":"\"'A woman shot at Turnham Green,'\" cried Phyllis, glancing down a column\r\nof miscellaneous items, while the lamplight fell on her bent brown head.","timestamp":"2021-12-21 08:24:33"},{"id":"4547","title":"unknown","sentence":"That young woman\r\nwas never long in any mixed assembly without attracting persons of the\r\nmale sex to her side.","timestamp":"2021-12-21 08:24:33"},{"id":"4585","title":"unknown","sentence":"a strife of type and type, of\r\nclass and class, rather than of individuals: the strife of the woman who\r\ndemands respect, with the man who refuses to grant it.","timestamp":"2021-12-21 08:24:33"},{"id":"4663","title":"unknown","sentence":"People who had theories about woman's work;","timestamp":"2021-12-21 08:24:33"},{"id":"4762","title":"unknown","sentence":"He had all a man's dislike to hearing a woman talk cynically of\r\nsentiment;","timestamp":"2021-12-21 08:24:33"},{"id":"4774","title":"unknown","sentence":"in short, took advantage to the full of\r\nher sojourn (to quote George Eliot) in \"the woman's paradise where all\r\nher nonsense is adorable.\"\r\n\r\n\"I don't know what those girls will do without me,\" Fanny said to her\r\nlover, who took the remark in such good faith as to make her believe in\r\nit herself;","timestamp":"2021-12-21 08:24:33"},{"id":"4777","title":"unknown","sentence":"and it must be\r\nowned--such is the nature of woman--that her importance had gone up\r\nconsiderably in their estimation.","timestamp":"2021-12-21 08:24:33"},{"id":"4786","title":"unknown","sentence":"as the incarnation of all that is sweetest and most\r\nessentially feminine in woman;","timestamp":"2021-12-21 08:24:33"},{"id":"4794","title":"unknown","sentence":"She must be that mysterious creature, a\r\nman's woman.\"\r\n\r\n\"Mr.","timestamp":"2021-12-21 08:24:33"},{"id":"4923","title":"unknown","sentence":"If these are men's\r\narguments I am glad that I am a woman,\" cried Lucy, clinging to the\r\nstrong young hand.","timestamp":"2021-12-21 08:24:33"},{"id":"4950","title":"unknown","sentence":"She had changed suddenly, from a demure and rather frigid maiden to a\r\nloving and anxious woman.","timestamp":"2021-12-21 08:24:33"},{"id":"4956","title":"unknown","sentence":"Already, womanlike, she had\r\ntaken him under her wing, and henceforward the minutest detail of his\r\nexistence would be more precious to her than anything on earth.","timestamp":"2021-12-21 08:24:33"},{"id":"4987","title":"unknown","sentence":"He\r\nwas looking ill, she thought, as she watched him standing in his host's\r\nplace, near the doorway, chatting to an ugly old woman, whom she knew to\r\nbe the Duchess of Kilburne;","timestamp":"2021-12-21 08:24:33"},{"id":"5062","title":"unknown","sentence":"How can you be so silly?\" said Gertrude, who herself\r\nhad noted the long and earnest glance which the woman had cast on her\r\nsister.","timestamp":"2021-12-21 08:24:33"},{"id":"5344","title":"unknown","sentence":"I\r\nhave lit the lamp.\" As Gertrude was going towards the studio the woman\r\nran up to her, and put a note in her hand.","timestamp":"2021-12-21 08:24:33"},{"id":"5476","title":"unknown","sentence":"\"By God, what brings\r\nthat woman here!\"\r\n\r\nGertrude turned and faced him.","timestamp":"2021-12-21 08:24:33"},{"id":"5631","title":"unknown","sentence":"_Just as another woman sleeps._\r\n                     D.","timestamp":"2021-12-21 08:24:33"},{"id":"5652","title":"unknown","sentence":"That also was the face of a woman, beautiful\r\nand frail;","timestamp":"2021-12-21 08:24:33"},{"id":"5653","title":"unknown","sentence":"of a woman who had sinned.","timestamp":"2021-12-21 08:24:33"},{"id":"5666","title":"unknown","sentence":"he mentioned no name, and there is no card\r\nattached.\"\r\n\r\nThe woman laid the wreath on the coverlet and discreetly withdrew.","timestamp":"2021-12-21 08:24:33"},{"id":"5863","title":"unknown","sentence":"Covering her face with her hands, she knelt by his empty chair, and a\r\ngreat cry rose up from her soul:--the human cry for happiness--the\r\nwoman's cry for love.","timestamp":"2021-12-21 08:24:33"},{"id":"5881","title":"unknown","sentence":"Believe me, it is the most sensible\r\n     course for a woman to take.","timestamp":"2021-12-21 08:24:33"},{"id":"5948","title":"unknown","sentence":"The world, even when represented by her best friends, had labelled her a\r\nstrong-minded woman.","timestamp":"2021-12-21 08:24:33"},{"id":"5983","title":"unknown","sentence":"Conny flourishes as a married woman no less than as a girl.","timestamp":"2021-12-21 08:24:33"}] [] []
